"","T-10657-1","T-10103-1","T-10532-1","T-10431-1","T-10358-2","T-10341-1","T-10171-1","T-10257-1","T-10221-1","T-10276-1","T-10274-1","T-10162-1","T-10425-1","T-10614-1","T-10484-1","T-10423-1","T-10370-1","T-10589-2","T-10129-1","T-10440-2","T-10331-1","T-10259-1","T-10186-1","T-10211-2","T-10310-1","T-10713-1","T-10548-1","T-10396-1","T-10256-1","T-10167-1","T-10727-1","T-10443-1","T-10618-1","T-10105-1","T-10687-1","T-10406-1","T-10437-2","T-10636-1","T-10467-2","T-10285-2","T-10566-1","T-10081-1","T-10187-1","T-10198-1","T-10140-2","T-10205-1","T-10325-1","T-10409-2","T-10114-1","T-10434-1","T-10587-1","T-10535-1","T-10356-1","T-10183-1","T-10254-1","T-10027-1","T-10278-1","T-10055-2","T-10160-1","T-10035-1","T-10424-1","T-10117-1","T-10407-1","T-10309-1","T-10109-1","T-10521-1","T-10559-1","T-10138-1","T-10210-1","T-10611-1","T-10401-1","T-10197-1","T-10059-1","T-10658-1","T-10626-1","T-10704-1","T-10156-1","T-10511-1","T-10644-1","T-10104-1","T-10630-1","T-10430-1","T-10056-1"
"IL10RB",10.820799744796,10.6783310319948,10.7231023939921,10.4576253497956,10.9341513546015,10.5086406625848,10.6904762205289,10.9465914606495,10.7663396172125,10.4740755676273,10.644285116985,10.7043353412181,10.5009689776049,11.0061885848505,10.6974913941801,10.3634423332163,10.2649048086266,10.5867479513796,10.3268075731312,10.5691523945904,10.8054694705607,10.7053701842479,10.7124007731696,10.8901935488388,10.815680673346,10.2491923711423,10.625003354671,10.8911996966049,10.9546877862475,11.3294470063025,10.3742333370739,10.4729943469245,10.6857067824806,10.6082478225577,10.6369240591664,10.7285815745053,10.6707435519813,11.1063834808315,10.6639158700444,10.7555989943672,10.5487036562758,10.9394342341395,10.5182694574185,10.7878573120283,10.450533277012,10.8536828584501,10.493421298219,10.5235453113853,10.9274242620974,10.5604152673923,10.7308172882253,10.5499363533758,11.2059529575812,10.5904346496755,10.8257131182825,10.8529300631496,10.2531297711237,10.5385840166935,10.5759653693142,10.6509093343414,10.6401158343051,10.3914113708292,10.7652555790123,11.0631370834177,10.8977774930398,10.7600848117674,10.2754565194107,10.9570740430422,10.2982991245966,11.1547328278946,10.8968388239822,10.4284777154233,11.0946635570485,10.6464428679302,10.6707984354931,10.2063568980685,11.0067918789933,10.769385020398,10.5550358930191,10.7721467529215,10.8304204992936,10.3950044745503,10.5722270064063
"IRF7",9.4176201804456,9.63109220622665,9.57333584117284,10.6881242024943,10.2876270615537,9.77205568859775,10.7134125213449,9.41624295762916,10.0965468222836,9.54860347528724,9.50186628039031,9.18956104304775,9.05230422477089,9.59640633407385,9.31467086997591,9.04526501124686,10.9581951692062,9.46433381074164,9.20163525087665,9.97360112448077,9.73892081240439,9.18337324445761,10.3134023651866,9.04905733980898,9.37406182761774,8.91242432346039,9.93979092249629,9.06122020914071,9.37677955413337,10.2159720141493,9.52750645221192,9.87732446492742,10.2049808021367,9.0700001873994,9.61405431611622,9.37308920437034,9.94738348041362,9.50575447985517,9.53128184084536,10.6096234847178,9.45909406073329,9.59131668175917,10.3967922761901,10.5622927884292,9.25494808378931,9.46458007138951,9.5906877225462,9.31182833615088,10.5400133790447,9.23062274829449,9.20614800656259,9.42916947276564,9.00978658744218,9.59491709515376,9.22705585330282,9.26789578031718,9.80342080315435,9.62520649076979,11.0596464449914,8.87751737402719,9.59204536932424,9.25518240988631,8.99612591929892,9.32189137543166,9.48299172743501,9.39715476359396,9.58376862625719,10.8122446387031,9.77805711128735,9.00812760177345,9.55492251522912,9.53131573043903,9.82438736464095,8.90939468924352,9.58402019931813,9.83498609184913,9.4180728811952,9.71073053328526,9.23744263563015,10.4978182617837,9.65965739133421,9.35011590863257,10.6078543236031
"ISG15",10.5789411715655,9.9816795723499,11.1289909118777,13.0118270512862,11.9428650607159,10.6524524698084,13.5855802036163,9.66361386272688,11.5570011166449,9.76157773646103,11.0498706303725,10.0904814089073,10.1077759926339,10.7809562825597,10.3236800113923,9.71738638975188,12.9235865090955,10.7830884754342,10.7287922457055,10.8579615157697,10.1725727489146,10.2017765133581,12.0308696281926,9.83914352060435,10.9748102050931,9.48417873565016,11.2782901292988,9.91129444065913,10.2137213692387,12.4272620758701,10.3748174542607,11.5671826900424,11.3881504487248,9.98521984466739,10.0348326015859,10.5760250712339,10.1986142807755,11.2810950850148,9.96056107365643,13.5729791881871,10.3937738125564,10.6697492030441,11.2372211248341,12.146244746438,10.7712656913197,9.95072522025827,10.7723304235606,10.3602015636807,12.8734100165265,10.774467796445,10.1169457823163,10.3077631038343,9.86224586526721,10.4834999467989,9.92020966684876,10.847797195694,11.7021721517744,10.6273130960642,13.5605976632302,9.80806237717965,11.6475418645611,10.313525238762,9.97182328195746,10.4486898317905,10.3722596948406,10.4972970653948,9.54378540156556,13.5160272032704,11.3109152046296,10.467809928632,9.91402026865891,10.3220014753264,10.2368499006201,10.1062661255335,10.5357033841463,11.6637153135642,9.59504077759304,11.5403042658963,10.0829488346933,11.940633131758,11.1251643969215,10.717355555617,13.2190661840327
"LAMP3",5.86073319925602,5.6782493335478,5.72850674803859,7.09597180844452,6.40500515548197,5.93628820344716,6.8330544347863,5.36393824909052,6.35609989972579,6.06431392631226,6.30006458465221,5.67257235459095,6.01256488815876,5.88047754799044,6.0109897350794,5.6317819471025,6.60122579012218,6.41796937017545,5.85136950486753,6.04247738301523,6.22026931934411,5.80760540370736,6.47791029223512,5.07617843943806,6.05479679608774,5.50917586841957,5.67929917434787,6.02979612369028,5.73893114909556,6.63447879238903,5.80405284056106,6.51565116665557,6.33945443455494,5.86313519281679,5.86493095415261,6.22081171853866,6.20618543923499,5.89542065393203,5.88544748937218,7.0462263063926,5.81709469126118,5.53102848761678,6.24242055069568,6.09124831397803,6.45539441801891,5.76690647476485,5.44773031727661,5.95987186724026,6.88245984430492,5.94735704572495,5.80191973852511,6.08728073400647,5.70686374840621,5.65189613719905,6.11853363934106,5.73876807595019,6.43598473436032,5.9653536632215,7.36474896983225,5.60548612294795,5.41083611860699,5.52852296544618,5.54512074812226,5.62916619270955,5.6893449293749,5.59212403505132,5.77152188933045,7.99137183839259,5.88906001817159,5.97997187292923,5.6562153320074,5.68481093891779,5.93107294448598,5.70889859160493,5.52654102658368,6.1346663055306,5.25429526421142,6.27298888106948,5.58765368646653,6.64083329314333,5.78147778281823,6.16694693078673,7.36989312699728
"PHF11",9.12335982337316,8.79160134114528,9.06116927762772,9.24829873473161,9.21950421167334,9.10361599257407,9.22924955331,8.76215309389813,9.43201314925813,8.85385354645998,9.11117115211414,9.29148397602546,8.74702407660743,8.84378281881732,9.11757498127112,9.01195197962822,8.56653591127056,8.87207198599973,9.25246028437146,8.75534975660478,8.75951763964006,8.84603108563551,8.74903399603551,8.62149978323182,9.26569180072729,9.03522361233121,9.2012445201758,9.05834643246226,8.65192306794067,9.36546840047571,9.11664905778243,8.97045307665366,9.04039281774639,9.33798395829556,9.01801586693489,9.23713555258295,9.36737676572736,9.08360291120803,9.01616606119363,9.43808644617321,9.02167628935539,9.10574449673084,9.04205289849603,9.63032084315379,8.736625056661,9.00060708220716,9.09103083059225,9.31648642393621,9.50744039319138,9.01276214445766,9.16137533785179,8.97789741585408,9.02510887696276,9.06669583249386,8.78136470649536,8.78455002648755,8.6283057389455,8.955742887676,9.71130562131333,9.14465389853681,9.27596139057189,8.95355869003378,8.92855709862132,8.49861835070362,8.54579858712957,9.25275599060189,8.96023937055741,9.81545258155978,8.9224189408921,9.10522809630026,8.97311633813055,9.04803188270394,8.60798357863604,9.23193544848209,8.69042594638943,9.36165224732329,8.763478471195,9.38298045195947,8.86820080580508,9.09509092973357,8.82328074644018,8.98824681671321,9.29093546320505
"RSAD2",7.19626263745285,6.23206634520056,8.23075215946905,10.0688380776901,9.89369527764248,7.50631156274575,9.88426962969426,5.98528027199101,8.91444436758673,6.61551866673518,7.90630120020768,6.81110657767988,6.75144459613527,7.29885014587366,6.97693072941995,5.91675202857181,8.84972950238998,8.43944781297467,7.61979403393017,7.69625427069029,6.8203881436485,6.65468314331198,8.9375035172562,6.71882282914205,7.73646842040152,6.63738433980879,7.96912057895641,6.18751814981723,7.16436679216885,10.0311854691713,6.71882282914205,7.99210491691597,8.56937955993508,6.51485892446162,6.82531068945864,7.28944502945253,7.92458297637698,8.48115735048199,6.18897516318125,10.5357033841463,6.15272137768211,8.31675801660599,8.43944781297467,9.85693975746789,6.9108598264051,6.26634905871795,7.79737304073688,7.19291035535379,10.7712656913197,7.38998948774026,7.26747206047744,7.36137041041251,6.92066218347765,7.45091834714967,6.89664213557976,6.88939065669528,7.98490602875217,7.42899211304508,11.4032548293598,6.75818815423195,7.37218891873951,6.71791710447339,6.4269423788403,7.2327595356548,6.82933614118697,6.67267659754598,5.57295170422823,11.5253676665805,7.23109538736458,7.99287143970099,6.84917192435517,7.11972307378506,7.50170216786066,6.60687798714934,6.15530749624495,9.03519495787608,5.93018366410644,8.77102185495018,6.58838379173504,9.30033454586812,7.86858460800344,6.80801946183773,10.9464441478804
"SERPING1",5.66518968075546,5.88958915290481,6.53724171526815,7.43906389274246,7.11720951598747,6.85492766024906,7.27717580518576,5.83785083644423,6.93139910333223,6.19488570881822,5.65884297129628,5.90922447785958,5.53229448350744,6.17001477969998,5.97224430453157,5.14167765861578,7.23526438170046,6.1872735354711,5.79423911513776,6.37632227449642,6.19971752230922,5.90396091114602,6.50356503108198,5.07308448240485,6.37965697279368,4.88436826979071,5.95271352954795,5.42859793768283,5.88474839375943,6.47387998116051,5.60961794992895,7.20677728535973,6.56856815434193,5.19679189593841,6.38340879737116,5.70414671557575,6.08771257267998,6.4754411624284,6.07364728359883,6.76680694174488,5.64001568654257,6.20883313200873,6.37075672486543,6.25357331201918,5.43947262837645,6.41492965768955,5.90831792323351,6.07337284784983,7.01646461206222,5.79497161840114,6.28900313224208,6.27781058735243,6.20539356370184,5.964314141002,6.56605715813661,5.86359052607558,6.41201395668971,6.17083141218191,7.28507796234861,5.57338840606516,5.636807158526,5.59805039865462,5.82875310132829,5.92350446467984,6.04310464599823,5.78145982098867,5.63191570846979,7.68929024909575,6.99758211570963,5.62761189526013,5.40264295388169,6.1196133617221,5.63513136729583,5.28086422852214,5.53807375829931,5.73104796797495,5.53840541463684,6.5759216942268,6.13372442045356,6.70176994296599,5.8087721380451,5.88386977686268,7.33090250115536
"SOCS1",6.02162802258242,6.3693757041597,6.88404738441679,7.92716909218687,6.46986654180577,6.88750474864689,7.79517034513703,6.08152205706061,6.5626457738296,6.44741394738255,6.51096815600374,6.16054618366058,6.03328450160533,6.4011375056062,6.39443755473327,6.03817212971091,6.4067155667031,6.42131580262197,6.84415765621234,6.51851944953841,6.6815510777129,6.07722173851449,5.33072617831697,5.84712360821522,6.71761489886685,5.96680513678796,6.43267817448794,6.54164673565916,6.56122381974395,6.47755843794709,6.4668553888891,6.8806068812667,5.61430572854416,6.34433022958106,6.88404738441679,7.02968008294066,6.35486008399024,6.85662854877424,6.78715763210583,6.78347774222156,7.09850115671979,6.13426397294403,6.13662041632196,6.64672086308721,5.62943695582947,6.69382088870575,6.55809742060331,5.97741508201433,6.524400678051,6.39843370889452,6.03262600234229,6.52918894345343,6.35091804737367,6.69919265147625,6.25726363063014,6.35511624612175,6.21927196509561,5.79365094752101,7.40613619509675,6.82593517613848,6.54475618683038,6.51570723361267,6.40060214594455,6.68512895029921,6.53539637044449,6.53797857895262,6.41665835679498,8.48526773198184,6.55470414789085,6.22343894804482,5.93720142825566,6.07063004625354,6.27311397522494,6.05130520785532,5.9398761367692,6.47233365973791,5.95565884131639,6.86532189102258,7.26951607516068,6.56122381974395,6.54647197801361,6.72181446156605,7.16034528112286
"SP100",7.52965620693883,7.81840772097784,8.03725206748239,7.70016121941769,7.66362162715912,7.49795573222188,8.20641838283851,7.79974312571362,7.70388446950929,7.71798831444393,7.41081645516132,7.52975340548798,7.42745843255904,7.59340531757828,7.87484191975493,7.78293689563515,8.31992607520976,7.45576277986199,7.56698700316371,7.9722541065107,7.8124269781573,7.445964879799,8.22594605703212,7.84221566358759,7.57579209500182,7.96917731846835,8.03819579610391,7.50153087464254,7.92838593468979,8.42142787537036,7.64636892429377,7.09344742272099,7.91658723611607,7.55456123788887,7.70509693532232,7.43094775416731,7.76524549859746,7.62436549697031,7.44321713891047,7.87342992458464,7.37504288787718,7.70685642393384,7.73540303037082,8.44790653262083,7.35112163717746,7.21436381737016,7.66443139798378,7.65775229773071,8.33182577272381,7.59040104234887,7.66793772387911,7.37458447970405,7.76845282349126,7.95579628376873,7.32120436216352,7.28270756443359,7.14936372725532,7.51727176965822,8.09742431688983,7.5360236652885,7.7530860003133,7.91624700322676,7.3509958881559,7.57831042616738,7.72059123180958,7.73567006571008,7.68696588297072,8.38632001003973,7.7945764033409,8.31526381157812,7.67167870019312,8.24421043715062,8.04792826188153,7.57711767878297,7.26771556126335,7.6829845693331,7.89147601700028,7.74366824770399,7.55916410480879,8.01405941185139,8.00753912597085,7.64687734281214,8.38368077654067
"STAT1",11.0591310895984,10.7574792473643,11.1963656335932,12.0990100909781,11.3757253791676,11.38107818093,12.1549815313449,10.6790077788271,11.1562347739471,10.7195778864349,10.82309027956,11.3476909783649,10.2865429405403,11.0966938140571,11.06062703517,10.3998004833766,11.6049595454783,10.8100214208239,10.8354017792332,10.4776383730229,10.8415662785405,10.7611589177794,11.4194073970935,10.9215959809752,11.4112157454011,10.9520833124521,11.3008321264548,10.3753501751197,11.1801062400297,11.4743122334885,10.7603790538021,11.6308636225185,10.9731349015878,10.5203554948846,11.3691444482644,11.144369053329,10.4862959744529,10.6487219106367,10.266183245653,11.2722311515802,10.4646192010933,11.0737743872379,10.9674042620104,11.583582728951,10.3059530046944,11.3259930717783,11.0794261519792,11.3877666254183,11.6070321530494,11.1450049350253,11.2794365416782,10.9815577633556,11.1561319556207,10.4117172190857,10.6510227015539,10.9639047817379,11.0192162713497,10.890302850732,11.571689393638,10.2875924206394,10.8904706691961,11.062285941881,10.4764713940099,10.8023460811066,11.2426385697455,10.7912087792839,10.7173264456779,12.7992790658672,12.0823793223422,11.4832878295802,10.8130101743512,11.7705984172716,10.4944540945234,10.8012581475524,10.9484418253472,10.5501268397124,10.736176768328,10.63540553332,11.167578024826,11.3145583427266,10.993550932229,11.0022091682457,11.5186346535665
"TAP1",12.3898147361065,11.8360985205478,12.094654518876,12.7033150500662,12.5370441690512,12.5310511155434,13.2607949733829,11.6297345729298,12.4825426805092,12.3015754744004,12.0016986412275,12.2912969609291,11.7209022992375,11.6385894551382,11.9949938402915,11.6966727537953,11.9905768260358,12.3738175473193,11.7591596300619,11.7882638295306,11.9579579408647,12.1203923118554,11.8792644075608,11.7284561139292,12.2389438448126,11.3440477950147,11.9774547952459,12.0923361526248,11.7571904479114,12.2736844143636,11.7707160268563,12.5081215296103,12.0578645715166,11.7171443084456,12.158145489866,12.4300069724052,12.0217939714836,12.158145489866,12.3871031157203,12.6904667584069,11.7419143600195,12.0737831566957,11.9385141021106,12.281029657291,11.8750433715866,12.2686525240898,12.1509865057211,12.3117153047461,12.5969506347205,11.9710008313224,12.1296345318384,12.0784356560318,12.306650612352,11.7534090265597,11.9003676350027,12.0308696281926,11.9710008313224,11.9972526478875,12.8142324097579,11.8939785120174,12.6776690604193,11.9003676350027,11.9003676350027,12.0600834899225,12.2711987826803,11.9558362482326,11.7303712316209,13.6871715114701,12.2217172654968,12.0106181141141,12.006095359847,11.9796560012581,11.6893712035051,11.906572252724,11.8898061795786,11.8021324770548,11.7630007983646,12.306650612352,11.9515328557789,12.4112288359385,11.6782990296507,11.7437844543043,12.4966499209401
"TRIM38",9.19892987405474,9.54941077780102,9.46666182031749,9.11906425383444,9.47322237786474,9.21003031148229,9.46176943304188,9.40611090579115,9.12944157968451,8.79627756855127,8.79849110381571,8.92778655318944,8.6785787351995,9.2130785478169,9.21962214079478,9.79911986817441,9.36264791960168,9.02803346510775,9.28589838501892,9.06541482839874,9.33261063878764,8.34524687075923,9.50570548921993,9.69117537308997,9.28535727020571,9.93946247451079,9.54435784398005,7.97360314898596,9.84378643138681,9.92632580395343,9.34997634111806,8.98312048791601,8.93425290583459,8.76174039527933,9.46721670553334,8.60704199588693,8.92825316817041,9.52411853011317,8.21034162625477,9.01711448173587,9.09262093234264,9.42862918552495,8.96441283171101,9.76220435323224,8.87235961034299,9.06639110591964,9.33261063878764,9.32375900682717,9.8099649458245,9.25870187966832,9.10928345064773,8.34363523468939,8.95273089007699,9.11810145242106,8.57787262858954,8.84883615727501,9.12994685715992,9.33888043686246,8.83854084842325,9.18691858853582,8.09914817157129,9.17141704271296,8.24373091549844,9.1402708548416,9.15352572300473,9.70088024456953,8.7400427378268,9.9457461899858,9.13736726006108,9.65345796119498,8.96769210234734,9.78049281164243,9.64166584281962,9.27924717719302,9.10537666456307,8.62890381105585,9.4503170027524,8.17764778131614,9.23934202499311,9.20244719705359,9.59504077759304,8.8983141905265,9.69600723583151
"UBE2L6",10.6776495481663,9.83519986003363,10.5260623965419,10.8453194774661,10.6031094956924,10.3935036029304,11.323148790829,9.71749334963614,10.9761353380255,9.93607972073045,10.7156299946359,10.5571575994811,9.97244863540273,9.89288732340544,9.95917759403929,9.70365976449041,10.3306895707717,10.5300990351177,10.0734712315544,9.86661862955881,9.75472913338803,10.1300576117894,10.123574419302,9.74228024366268,10.6246302840259,9.41065235950905,10.046787346059,10.2176673264313,9.82712000475257,10.5852043077822,9.8189924686881,10.425830845342,10.050824414171,10.0841077702818,10.4266347378177,10.6084889145805,10.2146421064463,10.1783716843728,10.5472055132096,10.9089028249789,9.8453683360914,10.3796653609755,10.1852976535315,10.5227752893835,9.91311446812391,10.6017871149128,10.1522394400359,10.7322698631284,10.7050494412051,9.95966347239905,10.4628558468604,10.5425378410408,10.7298460544271,9.94705941879664,10.0626705498248,10.4553468313682,10.0032657054705,9.86050789952138,11.3568012944638,10.0133119637603,10.945775287045,10.194156356434,10.1912068062153,10.0936859651238,9.93419555062911,10.2580785118543,9.71096602456719,11.9833919594349,10.2576817260499,10.3472120796303,10.25976632468,10.2098419738051,9.75440059021064,10.2951690643498,10.0973800581481,10.3904696499451,9.96119193933221,10.3874409409101,9.83524438886957,10.6592643150833,9.89359351664579,10.063492668073,10.7067610791167
"UNC93B1",8.01931031078233,8.38840187757251,8.08945007800367,8.00569380942072,8.62367189195588,8.16424523747053,8.92747311922285,8.46459286139765,8.59490515513406,7.64601872799849,8.26474433633538,8.13529929636717,8.04729915255946,8.48462390861072,8.12530805727979,7.22261413284453,8.30056863828288,8.64721825534899,7.51015365310412,8.578833817156,8.03021474117698,8.24480314180128,8.44722472904056,8.35207344382793,8.16680355188694,8.04670036406307,8.42033198540731,7.51992776186308,8.31636771775487,8.44450899745884,8.21177664464844,7.97194442675214,8.92913985297581,7.96079844513127,8.23154563407969,8.15701467972471,8.06565619730736,8.3347878602016,8.59156613741067,8.86336100032421,8.28739427294867,8.42244546060307,8.69119046618744,8.63109841448526,7.68090645975044,8.10885526912259,7.69801341965615,7.66974502604054,8.3356365139772,7.90800589048074,7.9904467175052,8.23813085568784,8.40791462444101,8.18761880375931,8.29431126997953,8.1816617794015,8.11348178731623,7.81592339728754,8.37342443420173,7.79891541030814,8.2512153736193,8.29178324444095,8.40773724574579,8.39772813119271,8.36984374873965,7.88989452694018,8.12584396826151,9.00383550354702,8.29531866565791,7.86920289964593,8.09549426183586,8.41903765858335,8.6006718305548,7.95302904576989,8.00652265579247,8.35303881573294,8.45081470901075,8.163189208311,8.26643992160849,8.8956263771383,8.80470537599138,8.05205592708884,8.36665957000858
"XAF1",8.91794286503169,9.32619994713571,10.3185192857976,11.3482380200099,10.7077548162831,9.68744897347625,10.6206970142219,8.93260482269334,9.65877142036908,8.90967804636373,9.4256442413326,9.18643052435373,9.21325886236545,9.86743730719085,9.8808864077353,9.2577259115977,11.0719231881985,9.61244494656979,9.24655142849435,9.98002512125675,9.69927616437622,8.24989378229517,10.9889070566951,9.37831561184196,9.30374790708681,8.90005773171858,10.3176734447076,8.32675392765566,9.92965787502822,10.3957474550859,9.45139953722627,10.2868545489365,10.2959817145882,8.48902444762963,10.0850290801474,9.31089090683307,9.63292682347585,9.96615031560314,8.3801551034578,10.2880463648067,9.27021978530836,9.4742538195139,10.8696000644531,10.6003612780651,9.01956514175306,9.06966223896213,9.84807812001847,9.52553307774369,11.2656618643628,9.56717218479767,9.70613542518275,8.99312362506774,8.96126616719824,9.36788504216056,8.7340505670976,9.30213361007805,10.2708981889284,9.50930411627882,11.2767919740765,8.73812286429996,8.20888644711171,8.91311448515473,8.52868700974496,9.1266352651956,9.54947916498304,9.28840898449064,9.75281626933739,10.9391160503786,10.6301417128901,9.23496917769288,9.45051349182596,10.1116168181167,9.67328695612125,8.94869031666563,9.77282652494564,10.1109601420083,8.6957404871618,9.34211926559995,8.97331923837608,10.0860826485701,10.2316669483016,9.41755132865713,11.4145471083814
